,season,team,number,name
4011,2012,IND,24,Paul George
4012,2012,IND,33,Danny Granger
4013,2012,IND,25,Gerald Green
4014,2012,IND,23,Ben Hansbrough
4015,2012,IND,50,Tyler Hansbrough
4016,2012,IND,55,Roy Hibbert
4017,2012,IND,3,George Hill
4018,2012,IND,11,Orlando Johnson
4019,2012,IND,28,Ian Mahinmi
4020,2012,IND,5,Dominic McGuire
4021,2012,IND,13,Miles Plumlee
4022,2012,IND,1,Lance Stephenson
4023,2012,IND,21,David West
4024,2012,IND,4,Sam Young
4025,2012,CHI,17,Lou Amundson
4026,2012,CHI,8,Marco Belinelli
4027,2012,CHI,5,Carlos Boozer
4028,2012,CHI,21,Jimmy Butler
4029,2012,CHI,14,Daequan Cook
4030,2012,CHI,9,Luol Deng
4031,2012,CHI,22,Taj Gibson
4032,2012,CHI,32,Richard Hamilton
4033,2012,CHI,12,Kirk Hinrich
4034,2012,CHI,48,Nazr Mohammed
4035,2012,CHI,13,Joakim Noah
4036,2012,CHI,77,Vladimir Radmanović
4037,2012,CHI,2,Nate Robinson
4038,2012,CHI,25,Marquis Teague
4039,2012,CHI,3,Malcolm Thomas
4040,2012,MIL,19,Gustavo Ayón
4041,2012,MIL,21,Samuel Dalembert
4042,2012,MIL,6,Marquis Daniels
4043,2012,MIL,17,Mike Dunleavy
4044,2012,MIL,11,Monta Ellis
4045,2012,MIL,0,Drew Gooden
4046,2012,MIL,15,Tobias Harris
4047,2012,MIL,31,John Henson
4048,2012,MIL,7,Ersan İlyasova
4049,2012,MIL,3,Brandon Jennings
4050,2012,MIL,20,Doron Lamb
4051,2012,MIL,12,Luc Mbah a Moute
4052,2012,MIL,10,Joel Przybilla
4053,2012,MIL,5,J.J. Redick
4054,2012,MIL,8,Larry Sanders
4055,2012,MIL,15,Ish Smith
4056,2012,MIL,13,Ekpe Udoh
4057,2012,MIL,19,Beno Udrih
4058,2012,DET,12,Will Bynum
4059,2012,DET,8,José Calderón
4060,2012,DET,5,Austin Daye
4061,2012,DET,1,Andre Drummond
4062,2012,DET,24,Kim English
4063,2012,DET,33,Jonas Jerebko
4064,2012,DET,7,Brandon Knight
4065,2012,DET,55,Viacheslav Kravtsov
4066,2012,DET,50,Corey Maggette
4067,2012,DET,54,Jason Maxiell
4068,2012,DET,32,Khris Middleton
4069,2012,DET,10,Greg Monroe
4070,2012,DET,22,Tayshaun Prince
4071,2012,DET,25,Kyle Singler
4072,2012,DET,3,Rodney Stuckey
4073,2012,DET,31,Charlie Villanueva
4074,2012,CLE,36,Omri Casspi
4075,2012,CLE,21,Wayne Ellington
4076,2012,CLE,33,Alonzo Gee
4077,2012,CLE,1,Daniel Gibson
4078,2012,CLE,2,Kyrie Irving
4079,2012,CLE,5,Kevin Jones
4080,2012,CLE,30,Jon Leuer
4081,2012,CLE,14,Shaun Livingston
4082,2012,CLE,0,C.J. Miles
4083,2012,CLE,8,Jeremy Pargo
4084,2012,CLE,20,Chris Quinn
4085,2012,CLE,24,Samardo Samuels
4086,2012,CLE,15,Donald Sloan
4087,2012,CLE,15,Marreese Speights
4088,2012,CLE,13,Tristan Thompson
4089,2012,CLE,17,Anderson Varejão
4090,2012,CLE,3,Dion Waiters
4091,2012,CLE,4,Luke Walton
4092,2012,CLE,40,Tyler Zeller
4093,2012,MIA,34,Ray Allen
4094,2012,MIA,11,Chris Andersen
4095,2012,MIA,50,Joel Anthony
4096,2012,MIA,31,Shane Battier
4097,2012,MIA,1,Chris Bosh
4098,2012,MIA,15,Mario Chalmers
4099,2012,MIA,30,Norris Cole
4100,2012,MIA,55,Josh Harrellson
4101,2012,MIA,14,Terrel Harris
4102,2012,MIA,40,Udonis Haslem
4103,2012,MIA,5,Juwan Howard
4104,2012,MIA,6,LeBron James
4105,2012,MIA,22,James Jones
4106,2012,MIA,9,Rashard Lewis
4107,2012,MIA,13,Mike Miller
4108,2012,MIA,45,Dexter Pittman
4109,2012,MIA,24,Jarvis Varnado
4110,2012,MIA,3,Dwyane Wade
4111,2012,ATL,34,Devin Harris
4112,2012,ATL,15,Al Horford
4113,2012,ATL,12,John Jenkins
4114,2012,ATL,44,Ivan Johnson
4115,2012,ATL,30,Dahntay Jones
4116,2012,ATL,26,Kyle Korver
4117,2012,ATL,8,Shelvin Mack
4118,2012,ATL,22,Anthony Morrow
4119,2012,ATL,27,Zaza Pachulia
4120,2012,ATL,7,Jannero Pargo
4121,2012,ATL,10,Johan Petro
4122,2012,ATL,32,Mike Scott
4123,2012,ATL,5,Josh Smith
4124,2012,ATL,92,DeShawn Stevenson
4125,2012,ATL,0,Jeff Teague
4126,2012,ATL,4,Anthony Tolliver
4127,2012,ATL,1,Jeremy Tyler
4128,2012,ATL,3,Lou Williams
4129,2012,WAS,1,Trevor Ariza
4130,2012,WAS,30,Earl Barron
4131,2012,WAS,3,Bradley Beal
4132,2012,WAS,35,Trevor Booker
4133,2012,WAS,98,Jason Collins
4134,2012,WAS,15,Jordan Crawford
4135,2012,WAS,42,Nenê Hilário
4136,2012,WAS,14,Shaun Livingston
4137,2012,WAS,22,Shelvin Mack
4138,2012,WAS,20,Cartier Martin
4139,2012,WAS,50,Emeka Okafor
4140,2012,WAS,7,Jannero Pargo
4141,2012,WAS,12,A.J. Price
4142,2012,WAS,13,Kevin Séraphin
4143,2012,WAS,31,Chris Singleton
4144,2012,WAS,17,Garrett Temple
4145,2012,WAS,24,Jan Veselý
4146,2012,WAS,2,John Wall
4147,2012,WAS,9,Martell Webster
4148,2012,CHA,4,Jeff Adrien
4149,2012,CHA,0,Bismack Biyombo
4150,2012,CHA,13,Matt Carroll
4151,2012,CHA,2,DeSagana Diop
4152,2012,CHA,8,Ben Gordon
4153,2012,CHA,33,Brendan Haywood
4154,2012,CHA,9,Gerald Henderson
4155,2012,CHA,11,Cory Higgins
4156,2012,CHA,14,Michael Kidd-Gilchrist
4157,2012,CHA,11,Josh McRoberts
4158,2012,CHA,22,Byron Mullens
4159,2012,CHA,5,Jannero Pargo
4160,2012,CHA,7,Ramon Sessions
4161,2012,CHA,44,Jeffery Taylor
4162,2012,CHA,12,Tyrus Thomas
4163,2012,CHA,15,Kemba Walker
4164,2012,CHA,21,Hakim Warrick
4165,2012,CHA,55,Reggie Williams
4166,2012,ORL,4,Arron Afflalo
4167,2012,ORL,19,Gustavo Ayón
4168,2012,ORL,11,Glen Davis
4169,2012,ORL,21,Maurice Harkless
4170,2012,ORL,3,Al Harrington
4171,2012,ORL,12,Tobias Harris
4172,2012,ORL,20,DeQuan Jones
4173,2012,ORL,1,Doron Lamb
4174,2012,ORL,17,Josh McRoberts
4175,2012,ORL,55,E'Twaun Moore
4176,2012,ORL,14,Jameer Nelson
4177,2012,ORL,44,Andrew Nicholson
4178,2012,ORL,2,Kyle O'Quinn
4179,2012,ORL,7,J.J. Redick
4180,2012,ORL,10,Ish Smith
4181,2012,ORL,15,Hedo Türkoğlu
4182,2012,ORL,19,Beno Udrih
4183,2012,ORL,9,Nikola Vučević
4184,2012,OKC,8,Ronnie Brewer
4185,2012,OKC,4,Nick Collison
4186,2012,OKC,35,Kevin Durant
4187,2012,OKC,6,Derek Fisher
4188,2012,OKC,9,Serge Ibaka
4189,2012,OKC,15,Reggie Jackson
4190,2012,OKC,3,Perry Jones
4191,2012,OKC,11,Jeremy Lamb
4192,2012,OKC,25,DeAndre Liggins
4193,2012,OKC,23,Kevin Martin
4194,2012,OKC,6,Eric Maynor
4195,2012,OKC,33,Daniel Orton
4196,2012,OKC,5,Kendrick Perkins
4197,2012,OKC,2,Thabo Sefolosha
4198,2012,OKC,34,Hasheem Thabeet
4199,2012,OKC,0,Russell Westbrook
4200,2012,DEN,13,Corey Brewer
4201,2012,DEN,21,Wilson Chandler
4202,2012,DEN,35,Kenneth Faried
4203,2012,DEN,94,Evan Fournier
4204,2012,DEN,8,Danilo Gallinari
4205,2012,DEN,1,Jordan Hamilton
4206,2012,DEN,9,Andre Iguodala
4207,2012,DEN,41,Kosta Koufos
4208,2012,DEN,3,Ty Lawson
4209,2012,DEN,34,JaVale McGee
4210,2012,DEN,24,Andre Miller
4211,2012,DEN,30,Quincy Miller
4212,2012,DEN,25,Timofey Mozgov
4213,2012,DEN,15,Anthony Randolph
4214,2012,DEN,10,Julyan Stone
4215,2012,UTA,10,Alec Burks
4216,2012,UTA,3,DeMarre Carroll
4217,2012,UTA,40,Jeremy Evans
4218,2012,UTA,15,Derrick Favors
4219,2012,UTA,8,Randy Foye
4220,2012,UTA,20,Gordon Hayward
4221,2012,UTA,25,Al Jefferson
4222,2012,UTA,0,Enes Kanter
4223,2012,UTA,24,Paul Millsap
4224,2012,UTA,55,Kevin Murphy
4225,2012,UTA,6,Jamaal Tinsley
4226,2012,UTA,11,Earl Watson
4227,2012,UTA,2,Marvin Williams
4228,2012,UTA,5,Mo Williams
4229,2012,POR,12,LaMarcus Aldridge
4230,2012,POR,8,Luke Babbitt
4231,2012,POR,5,Will Barton
4232,2012,POR,88,Nicolas Batum
4233,2012,POR,18,Victor Claver
4234,2012,POR,19,Joel Freeland
4235,2012,POR,21,J.J. Hickson
4236,2012,POR,1,Jared Jeffries
4237,2012,POR,11,Meyers Leonard
4238,2012,POR,0,Damian Lillard
4239,2012,POR,2,Wesley Matthews
4240,2012,POR,6,Eric Maynor
4241,2012,POR,3,Sasha Pavlović
4242,2012,POR,24,Ronnie Price
4243,2012,POR,4,Nolan Smith
4244,2012,MIN,17,Lou Amundson
4245,2012,MIN,11,J.J. Barea
4246,2012,MIN,10,Chase Budinger
4247,2012,MIN,5,Will Conroy
4248,2012,MIN,33,Dante Cunningham
4249,2012,MIN,15,Mickaël Gelabale
4250,2012,MIN,32,Lazar Hayward
4251,2012,MIN,5,Josh Howard
4252,2012,MIN,20,Chris Johnson
4253,2012,MIN,47,Andrei Kirilenko
4254,2012,MIN,8,Malcolm Lee
4255,2012,MIN,42,Kevin Love
4256,2012,MIN,14,Nikola Peković
4257,2012,MIN,13,Luke Ridnour
4258,2012,MIN,3,Brandon Roy
4259,2012,MIN,9,Ricky Rubio
4260,2012,MIN,1,Alexey Shved
4261,2012,MIN,34,Greg Stiemsma
4262,2012,MIN,7,Derrick Williams
4263,2012,LAC,22,Matt Barnes
4264,2012,LAC,1,Chauncey Billups
4265,2012,LAC,12,Eric Bledsoe
4266,2012,LAC,5,Caron Butler
4267,2012,LAC,11,Jamal Crawford
4268,2012,LAC,34,Willie Green
4269,2012,LAC,32,Blake Griffin
4270,2012,LAC,33,Grant Hill
4271,2012,LAC,15,Ryan Hollins
4272,2012,LAC,6,DeAndre Jordan
4273,2012,LAC,7,Lamar Odom
4274,2012,LAC,3,Chris Paul
4275,2012,LAC,35,DaJuan Summers
4276,2012,LAC,21,Ronny Turiaf
4277,2012,LAC,2,Maalik Wayns
4278,2012,GSW,40,Harrison Barnes
4279,2012,GSW,20,Kent Bazemore
4280,2012,GSW,15,Andris Biedriņš
4281,2012,GSW,12,Andrew Bogut
4282,2012,GSW,30,Stephen Curry
4283,2012,GSW,31,Festus Ezeli
4284,2012,GSW,23,Draymond Green
4285,2012,GSW,2,Jarrett Jack
4286,2012,GSW,44,Richard Jefferson
4287,2012,GSW,22,Charles Jenkins
4288,2012,GSW,,Dwayne Jones
4289,2012,GSW,7,Carl Landry
4290,2012,GSW,10,David Lee
4291,2012,GSW,,Scott Machado
4292,2012,GSW,4,Brandon Rush
4293,2012,GSW,22,Malcolm Thomas
4294,2012,GSW,11,Klay Thompson
4295,2012,GSW,3,Jeremy Tyler
4296,2012,LAL,5,Steve Blake
4297,2012,LAL,24,Kobe Bryant
4298,2012,LAL,6,Earl Clark
4299,2012,LAL,21,Chris Duhon
4300,2012,LAL,3,Devin Ebanks
4301,2012,LAL,16,Pau Gasol
4302,2012,LAL,0,Andrew Goudelock
4303,2012,LAL,27,Jordan Hill
4304,2012,LAL,12,Dwight Howard
4305,2012,LAL,4,Antawn Jamison
4306,2012,LAL,7,Darius Johnson-Odom
4307,2012,LAL,20,Jodie Meeks
4308,2012,LAL,1,Darius Morris
4309,2012,LAL,10,Steve Nash
4310,2012,LAL,50,Robert Sacre
4311,2012,LAL,15,Metta World Peace
4312,2012,SAC,45,Cole Aldrich
4313,2012,SAC,3,Aaron Brooks
4314,2012,SAC,15,DeMarcus Cousins
4315,2012,SAC,0,Toney Douglas
4316,2012,SAC,13,Tyreke Evans
4317,2012,SAC,7,Jimmer Fredette
4318,2012,SAC,32,Francisco García
4319,2012,SAC,42,Chuck Hayes
4320,2012,SAC,9,Tyler Honeycutt
4321,2012,SAC,52,James Johnson
4322,2012,SAC,25,Travis Outlaw
4323,2012,SAC,9,Patrick Patterson
4324,2012,SAC,0,Thomas Robinson
4325,2012,SAC,5,John Salmons
4326,2012,SAC,22,Isaiah Thomas
4327,2012,SAC,34,Jason Thompson
4328,2012,SAC,23,Marcus Thornton
4329,2012,PHO,0,Michael Beasley
4330,2012,PHO,26,Shannon Brown
4331,2012,PHO,1,Goran Dragić
4332,2012,PHO,3,Jared Dudley
4333,2012,PHO,10,Diante Garrett
4334,2012,PHO,4,Marcin Gortat
4335,2012,PHO,98,Hamed Haddadi
4336,2012,PHO,2,Wesley Johnson
4337,2012,PHO,12,Kendall Marshall
4338,2012,PHO,15,Marcus Morris
4339,2012,PHO,11,Markieff Morris
4340,2012,PHO,20,Jermaine O'Neal
4341,2012,PHO,14,Luis Scola
4342,2012,PHO,31,Sebastian Telfair
4343,2012,PHO,17,P.J. Tucker
4344,2012,PHO,40,Luke Zeller
4345,2012,SAS,11,James Anderson
4346,2012,SAS,16,Aron Baynes
4347,2012,SAS,45,DeJuan Blair
4348,2012,SAS,15,Matt Bonner
4349,2012,SAS,25,Nando De Colo
4350,2012,SAS,33,Boris Diaw
4351,2012,SAS,21,Tim Duncan
4352,2012,SAS,20,Manu Ginóbili
4353,2012,SAS,4,Danny Green
4354,2012,SAS,3,Stephen Jackson
4355,2012,SAS,5,Cory Joseph
4356,2012,SAS,2,Kawhi Leonard
4357,2012,SAS,1,Tracy McGrady
4358,2012,SAS,8,Patty Mills
4359,2012,SAS,14,Gary Neal
4360,2012,SAS,9,Tony Parker
4361,2012,SAS,22,Tiago Splitter
4362,2012,MEM,9,Tony Allen
4363,2012,MEM,00,Darrell Arthur
4364,2012,MEM,7,Jerryd Bayless
4365,2012,MEM,11,Mike Conley
4366,2012,MEM,32,Ed Davis
4367,2012,MEM,5,Austin Daye
4368,2012,MEM,55,Keyon Dooling
4369,2012,MEM,3,Wayne Ellington
4370,2012,MEM,33,Marc Gasol
4371,2012,MEM,22,Rudy Gay
4372,2012,MEM,15,Hamed Haddadi
4373,2012,MEM,4,Chris Johnson
4374,2012,MEM,30,Jon Leuer
4375,2012,MEM,45,Dexter Pittman
4376,2012,MEM,20,Quincy Pondexter
4377,2012,MEM,21,Tayshaun Prince
4378,2012,MEM,50,Zach Randolph
4379,2012,MEM,2,Josh Selby
4380,2012,MEM,5,Marreese Speights
4381,2012,MEM,1,Tony Wroten
4382,2012,HOU,31,Cole Aldrich
4383,2012,HOU,5,James Anderson
4384,2012,HOU,3,Ömer Aşık
4385,2012,HOU,12,Patrick Beverley
4386,2012,HOU,0,Aaron Brooks
4387,2012,HOU,14,Daequan Cook
4388,2012,HOU,10,Carlos Delfino
4389,2012,HOU,15,Toney Douglas
4390,2012,HOU,32,Francisco García
4391,2012,HOU,13,James Harden
4392,2012,HOU,6,Terrence Jones
4393,2012,HOU,7,Jeremy Lin
4394,2012,HOU,1,Scott Machado
4395,2012,HOU,2,Marcus Morris
4396,2012,HOU,20,Donatas Motiejūnas
4397,2012,HOU,14,Tim Ohlbrecht
4398,2012,HOU,25,Chandler Parsons
4399,2012,HOU,54,Patrick Patterson
4400,2012,HOU,0-41,Thomas Robinson
4401,2012,HOU,4,Greg Smith
4402,2012,DAL,10,Josh Akognon
4403,2012,DAL,3,Rodrigue Beaubois
4404,2012,DAL,42,Elton Brand
4405,2012,DAL,25,Vince Carter
4406,2012,DAL,4,Darren Collison
4407,2012,DAL,9,Jae Crowder
4408,2012,DAL,1,Jared Cunningham
4409,2012,DAL,52,Eddy Curry
4410,2012,DAL,7,Justin Dentmon
4411,2012,DAL,17,Chris Douglas-Roberts
4412,2012,DAL,6,Derek Fisher
4413,2012,DAL,5,Bernard James
4414,2012,DAL,13,Mike James
4415,2012,DAL,30,Dahntay Jones
4416,2012,DAL,20,Dominique Jones
4417,2012,DAL,35,Chris Kaman
4418,2012,DAL,0,Shawn Marion
4419,2012,DAL,32,O.J. Mayo
4420,2012,DAL,23,Anthony Morrow
4421,2012,DAL,6,Troy Murphy
4422,2012,DAL,41,Dirk Nowitzki
4423,2012,DAL,34,Brandan Wright
4424,2012,DAL,8,Chris Wright
4425,2012,NOH,0,Al-Farouq Aminu
4426,2012,NOH,17,Lou Amundson
4427,2012,NOH,33,Ryan Anderson
4428,2012,NOH,23,Anthony Davis
4429,2012,NOH,10,Eric Gordon
4430,2012,NOH,12,Terrel Harris
4431,2012,NOH,4,Xavier Henry
4432,2012,NOH,15,Robin Lopez
4433,2012,NOH,8,Roger Mason
4434,2012,NOH,5,Dominic McGuire
4435,2012,NOH,2,Darius Miller
4436,2012,NOH,25,Austin Rivers
4437,2012,NOH,22,Brian Roberts
4438,2012,NOH,20,Henry Sims
4439,2012,NOH,12,Donald Sloan
4440,2012,NOH,14,Jason Smith
4441,2012,NOH,42,Lance Thomas
4442,2012,NOH,21,Greivis Vásquez
4443,2012,NOH,1,Hakim Warrick
4444,2011,BOS,20,Ray Allen
4445,2011,BOS,30,Brandon Bass
4446,2011,BOS,0,Avery Bradley
4447,2011,BOS,4,Marquis Daniels
4448,2011,BOS,51,Keyon Dooling
4449,2011,BOS,5,Kevin Garnett
4450,2011,BOS,50,Ryan Hollins
4451,2011,BOS,12,JaJuan Johnson
4452,2011,BOS,55,E'Twaun Moore
4453,2011,BOS,7,Jermaine O'Neal
4454,2011,BOS,11,Sasha Pavlović
4455,2011,BOS,34,Paul Pierce
4456,2011,BOS,28,Mickaël Piétrus
4457,2011,BOS,9,Rajon Rondo
4458,2011,BOS,54,Greg Stiemsma
4459,2011,BOS,44,Chris Wilcox
4460,2011,BOS,56,Sean Williams
4461,2011,NYK,7,Carmelo Anthony
4462,2011,NYK,32,Renaldo Balkman
4463,2011,NYK,20,Mike Bibby
4464,2011,NYK,6,Tyson Chandler
4465,2011,NYK,85,Baron Davis
4466,2011,NYK,23,Toney Douglas
4467,2011,NYK,2,Landry Fields
4468,2011,NYK,50,Dan Gadzuric
4469,2011,NYK,55,Josh Harrellson
4470,2011,NYK,9,Jared Jeffries
4471,2011,NYK,44,Jerome Jordan
4472,2011,NYK,17,Jeremy Lin
4473,2011,NYK,16,Steve Novak
4474,2011,NYK,21,Iman Shumpert
4475,2011,NYK,8,J.R. Smith
4476,2011,NYK,1,Amar'e Stoudemire
4477,2011,NYK,5,Henry Walker
4478,2011,PHI,50,Lavoy Allen
4479,2011,PHI,4,Tony Battie
4480,2011,PHI,33,Craig Brackins
4481,2011,PHI,42,Elton Brand
4482,2011,PHI,16,Francisco Elson
4483,2011,PHI,00,Spencer Hawes
4484,2011,PHI,11,Jrue Holiday
4485,2011,PHI,9,Andre Iguodala
4486,2011,PHI,20,Jodie Meeks
4487,2011,PHI,5,Andrés Nocioni
4488,2011,PHI,25,Xavier Silas
4489,2011,PHI,12,Evan Turner
4490,2011,PHI,8,Nikola Vučević
4491,2011,PHI,23,Lou Williams
4492,2011,PHI,7,Sam Young
4493,2011,PHI,21,Thaddeus Young
4494,2011,TOR,50,Solomon Alabi
4495,2011,TOR,6,Alan Anderson
4496,2011,TOR,20,Leandro Barbosa
4497,2011,TOR,7,Andrea Bargnani
4498,2011,TOR,5,Jerryd Bayless
4499,2011,TOR,9,Rasual Butler
4500,2011,TOR,8,José Calderón
4501,2011,TOR,25,Anthony Carter
4502,2011,TOR,32,Ed Davis
4503,2011,TOR,1,Justin Dentmon
4504,2011,TOR,10,DeMar DeRozan
4505,2011,TOR,3,Gary Forbes
4506,2011,TOR,34,Aaron Gray
4507,2011,TOR,15,Amir Johnson
4508,2011,TOR,2,James Johnson
4509,2011,TOR,11,Linas Kleiza
4510,2011,TOR,21,Jamaal Magloire
4511,2011,TOR,18,Ben Uzoh
4512,2011,NJN,6,Keith Bogans
4513,2011,NJN,9,MarShon Brooks
4514,2011,NJN,14,Andre Emmett
4515,2011,NJN,2,Jordan Farmar
4516,2011,NJN,1,Sundiata Gaines
4517,2011,NJN,14,Gerald Green
4518,2011,NJN,31,Dennis Horner
4519,2011,NJN,43,Kris Humphries
4520,2011,NJN,10,Damion James
4521,2011,NJN,7,Armon Johnson
4522,2011,NJN,11,Brook Lopez
4523,2011,NJN,22,Anthony Morrow
4524,2011,NJN,13,Mehmet Okur
4525,2011,NJN,24,Larry Owens
4526,2011,NJN,27,Johan Petro
4527,2011,NJN,28,Jerry Smith
4528,2011,NJN,92,DeShawn Stevenson
4529,2011,NJN,45,Gerald Wallace
4530,2011,NJN,8,Deron Williams
4531,2011,NJN,20,Jordan Williams
4532,2011,NJN,7,Shawne Williams
4533,2011,NJN,33,Shelden Williams
4534,2011,CHI,3,Ömer Aşık
4535,2011,CHI,5,Carlos Boozer
4536,2011,CHI,11,Ronnie Brewer
4537,2011,CHI,21,Jimmy Butler
4538,2011,CHI,9,Luol Deng
4539,2011,CHI,22,Taj Gibson
4540,2011,CHI,32,Richard Hamilton
4541,2011,CHI,8,Mike James
4542,2011,CHI,26,Kyle Korver
4543,2011,CHI,15,John Lucas III
4544,2011,CHI,13,Joakim Noah
4545,2011,CHI,1,Derrick Rose
4546,2011,CHI,24,Brian Scalabrine
4547,2011,CHI,7,C.J. Watson
4548,2011,IND,17,Lou Amundson
4549,2011,IND,29,Jeff Ayres
4550,2011,IND,28,Leandro Barbosa
4551,2011,IND,2,Darren Collison
4552,2011,IND,44,Kyrylo Fesenko
4553,2011,IND,10,Jeff Foster
4554,2011,IND,24,Paul George
4555,2011,IND,33,Danny Granger
4556,2011,IND,50,Tyler Hansbrough
4557,2011,IND,55,Roy Hibbert
4558,2011,IND,3,George Hill
4559,2011,IND,1,Dahntay Jones
4560,2011,IND,12,A.J. Price
4561,2011,IND,6,Lance Stephenson
4562,2011,IND,21,David West
4563,2011,MIL,6,Andrew Bogut
4564,2011,MIL,40,Jon Brockman
4565,2011,MIL,10,Carlos Delfino
4566,2011,MIL,17,Mike Dunleavy
4567,2011,MIL,11,Monta Ellis
4568,2011,MIL,0,Drew Gooden
4569,2011,MIL,15,Tobias Harris
4570,2011,MIL,11,Darington Hobson
4571,2011,MIL,7,Ersan İlyasova
4572,2011,MIL,5,Stephen Jackson
4573,2011,MIL,3,Brandon Jennings
4574,2011,MIL,30,Jon Leuer
4575,2011,MIL,9,Shaun Livingston
4576,2011,MIL,12,Luc Mbah a Moute
4577,2011,MIL,8,Larry Sanders
4578,2011,MIL,13,Ekpe Udoh
4579,2011,MIL,19,Beno Udrih
4580,2011,DET,12,Will Bynum
4581,2011,DET,5,Austin Daye
4582,2011,DET,8,Ben Gordon
4583,2011,DET,33,Jonas Jerebko
4584,2011,DET,7,Brandon Knight
4585,2011,DET,20,Vernon Macklin
4586,2011,DET,54,Jason Maxiell
4587,2011,DET,10,Greg Monroe
4588,2011,DET,22,Tayshaun Prince
4589,2011,DET,23,Walker Russell
4590,2011,DET,3,Rodney Stuckey
4591,2011,DET,31,Charlie Villanueva
4592,2011,DET,6,Ben Wallace
4593,2011,DET,9,Damien Wilkins
4594,2011,CLE,36,Omri Casspi
4595,2011,CLE,9,Semih Erden
4596,2011,CLE,8,Christian Eyenga
4597,2011,CLE,33,Alonzo Gee
4598,2011,CLE,1,Daniel Gibson
4599,2011,CLE,44,Luke Harangody
4600,2011,CLE,6,Manny Harris
4601,2011,CLE,5,Ryan Hollins
4602,2011,CLE,14,Lester Hudson
4603,2011,CLE,2,Kyrie Irving
4604,2011,CLE,4,Antawn Jamison
4605,2011,CLE,12,D.J. Kennedy
4606,2011,CLE,18,Anthony Parker
4607,2011,CLE,24,Samardo Samuels
4608,2011,CLE,3,Ramon Sessions
4609,2011,CLE,15,Donald Sloan
4610,2011,CLE,21,Mychel Thompson
4611,2011,CLE,13,Tristan Thompson
4612,2011,CLE,6,Ben Uzoh
4613,2011,CLE,17,Anderson Varejão
4614,2011,CLE,32,Luke Walton
4615,2011,MIA,50,Joel Anthony
4616,2011,MIA,31,Shane Battier
4617,2011,MIA,1,Chris Bosh
4618,2011,MIA,15,Mario Chalmers
4619,2011,MIA,30,Norris Cole
4620,2011,MIA,34,Eddy Curry
4621,2011,MIA,32,Mickell Gladness
4622,2011,MIA,14,Terrel Harris
4623,2011,MIA,40,Udonis Haslem
4624,2011,MIA,5,Juwan Howard
4625,2011,MIA,6,LeBron James
4626,2011,MIA,22,James Jones
4627,2011,MIA,13,Mike Miller
4628,2011,MIA,45,Dexter Pittman
4629,2011,MIA,21,Ronny Turiaf
4630,2011,MIA,3,Dwyane Wade
4631,2011,ATL,34,Jason Collins
4632,2011,ATL,25,Erick Dampier
4633,2011,ATL,33,Willie Green
4634,2011,ATL,6,Kirk Hinrich
4635,2011,ATL,15,Al Horford
4636,2011,ATL,44,Ivan Johnson
4637,2011,ATL,2,Joe Johnson
4638,2011,ATL,1,Tracy McGrady
4639,2011,ATL,27,Zaza Pachulia
4640,2011,ATL,7,Jannero Pargo
4641,2011,ATL,77,Vladimir Radmanović
4642,2011,ATL,12,Donald Sloan
4643,2011,ATL,5,Josh Smith
4644,2011,ATL,42,Jerry Stackhouse
4645,2011,ATL,0,Jeff Teague
4646,2011,ATL,24,Marvin Williams
4647,2011,ORL,33,Ryan Anderson
4648,2011,ORL,3,Earl Clark
4649,2011,ORL,11,Glen Davis
4650,2011,ORL,25,Chris Duhon
4651,2011,ORL,32,Justin Harper
4652,2011,ORL,12,Dwight Howard
4653,2011,ORL,20,Larry Hughes
4654,2011,ORL,34,DeAndre Liggins
4655,2011,ORL,14,Jameer Nelson
4656,2011,ORL,21,Daniel Orton
4657,2011,ORL,7,J.J. Redick
4658,2011,ORL,23,Jason Richardson
4659,2011,ORL,5,Quentin Richardson
4660,2011,ORL,10,Ish Smith
4661,2011,ORL,15,Hedo Türkoğlu
4662,2011,ORL,1,Von Wafer
4663,2011,WAS,21,Morris Almond
4664,2011,WAS,7,Andray Blatche
4665,2011,WAS,35,Trevor Booker
4666,2011,WAS,43,Brian Cook
4667,2011,WAS,15,Jordan Crawford
4668,2011,WAS,6,Maurice Evans
4669,2011,WAS,42,Nenê Hilário
4670,2011,WAS,9,Rashard Lewis
4671,2011,WAS,22,Shelvin Mack
4672,2011,WAS,20,Cartier Martin
4673,2011,WAS,8,Roger Mason
4674,2011,WAS,34,JaVale McGee
4675,2011,WAS,55,Hamady N'Diaye
4676,2011,WAS,13,Kevin Séraphin
4677,2011,WAS,31,Chris Singleton
4678,2011,WAS,3,James Singleton
4679,2011,WAS,21,Ronny Turiaf
4680,2011,WAS,1,Edwin Ubiles
4681,2011,WAS,24,Jan Veselý
4682,2011,WAS,2,John Wall
4683,2011,WAS,1,Nick Young
4684,2011,CHA,14,D.J. Augustin
4685,2011,CHA,0,Bismack Biyombo
4686,2011,CHA,4,Derrick Brown
4687,2011,CHA,33,Matt Carroll
4688,2011,CHA,32,Boris Diaw
4689,2011,CHA,7,DeSagana Diop
4690,2011,CHA,15,Gerald Henderson
4691,2011,CHA,11,Cory Higgins
4692,2011,CHA,50,Corey Maggette
4693,2011,CHA,9,Jamario Moon
4694,2011,CHA,22,Byron Mullens
4695,2011,CHA,21,Eduardo Nájera
4696,2011,CHA,12,Tyrus Thomas
4697,2011,CHA,1,Kemba Walker
4698,2011,CHA,8,D.J. White
