,season,team,number,name
4699,2011,CHA,55,Reggie Williams
4700,2011,OKC,45,Cole Aldrich
4701,2011,OKC,4,Nick Collison
4702,2011,OKC,14,Daequan Cook
4703,2011,OKC,35,Kevin Durant
4704,2011,OKC,37,Derek Fisher
4705,2011,OKC,13,James Harden
4706,2011,OKC,11,Lazar Hayward
4707,2011,OKC,9,Serge Ibaka
4708,2011,OKC,7,Royal Ivey
4709,2011,OKC,15,Reggie Jackson
4710,2011,OKC,6,Eric Maynor
4711,2011,OKC,8,Nazr Mohammed
4712,2011,OKC,5,Kendrick Perkins
4713,2011,OKC,33,Ryan Reid
4714,2011,OKC,2,Thabo Sefolosha
4715,2011,OKC,0,Russell Westbrook
4716,2011,DEN,6,Arron Afflalo
4717,2011,DEN,11,Chris Andersen
4718,2011,DEN,13,Corey Brewer
4719,2011,DEN,0,DeMarre Carroll
4720,2011,DEN,21,Wilson Chandler
4721,2011,DEN,35,Kenneth Faried
4722,2011,DEN,5,Rudy Fernández
4723,2011,DEN,8,Danilo Gallinari
4724,2011,DEN,1,Jordan Hamilton
4725,2011,DEN,7,Al Harrington
4726,2011,DEN,31,Nenê Hilário
4727,2011,DEN,41,Kosta Koufos
4728,2011,DEN,3,Ty Lawson
4729,2011,DEN,34,JaVale McGee
4730,2011,DEN,24,Andre Miller
4731,2011,DEN,25,Timofey Mozgov
4732,2011,DEN,10,Julyan Stone
4733,2011,UTA,2,Blake Ahearn
4734,2011,UTA,19,Raja Bell
4735,2011,UTA,10,Alec Burks
4736,2011,UTA,3,DeMarre Carroll
4737,2011,UTA,40,Jeremy Evans
4738,2011,UTA,15,Derrick Favors
4739,2011,UTA,5,Devin Harris
4740,2011,UTA,20,Gordon Hayward
4741,2011,UTA,8,Josh Howard
4742,2011,UTA,25,Al Jefferson
4743,2011,UTA,0,Enes Kanter
4744,2011,UTA,34,C.J. Miles
4745,2011,UTA,24,Paul Millsap
4746,2011,UTA,6,Jamaal Tinsley
4747,2011,UTA,11,Earl Watson
4748,2011,POR,12,LaMarcus Aldridge
4749,2011,POR,8,Luke Babbitt
4750,2011,POR,88,Nicolas Batum
4751,2011,POR,23,Marcus Camby
4752,2011,POR,11,Jamal Crawford
4753,2011,POR,5,Raymond Felton
4754,2011,POR,3,Jonny Flynn
4755,2011,POR,21,J.J. Hickson
4756,2011,POR,1,Armon Johnson
4757,2011,POR,17,Chris Johnson
4758,2011,POR,2,Wesley Matthews
4759,2011,POR,10,Joel Przybilla
4760,2011,POR,83,Craig Smith
4761,2011,POR,4,Nolan Smith
4762,2011,POR,34,Hasheem Thabeet
4763,2011,POR,40,Kurt Thomas
4764,2011,POR,3,Gerald Wallace
4765,2011,POR,9,Elliot Williams
4766,2011,MIN,11,J.J. Barea
4767,2011,MIN,8,Michael Beasley
4768,2011,MIN,22,Wayne Ellington
4769,2011,MIN,4,Wesley Johnson
4770,2011,MIN,3,Malcolm Lee
4771,2011,MIN,42,Kevin Love
4772,2011,MIN,31,Darko Miličić
4773,2011,MIN,52,Brad Miller
4774,2011,MIN,14,Nikola Peković
4775,2011,MIN,15,Anthony Randolph
4776,2011,MIN,13,Luke Ridnour
4777,2011,MIN,9,Ricky Rubio
4778,2011,MIN,44,Anthony Tolliver
4779,2011,MIN,5,Martell Webster
4780,2011,MIN,7,Derrick Williams
4781,2011,LAL,9,Matt Barnes
4782,2011,LAL,5,Steve Blake
4783,2011,LAL,24,Kobe Bryant
4784,2011,LAL,17,Andrew Bynum
4785,2011,LAL,3,Devin Ebanks
4786,2011,LAL,88,Christian Eyenga
4787,2011,LAL,2,Derek Fisher
4788,2011,LAL,16,Pau Gasol
4789,2011,LAL,0,Andrew Goudelock
4790,2011,LAL,27,Jordan Hill
4791,2011,LAL,28,Jason Kapono
4792,2011,LAL,6,Josh McRoberts
4793,2011,LAL,1,Darius Morris
4794,2011,LAL,14,Troy Murphy
4795,2011,LAL,7,Ramon Sessions
4796,2011,LAL,4,Luke Walton
4797,2011,LAL,15,Metta World Peace
4798,2011,LAC,1,Chauncey Billups
4799,2011,LAC,12,Eric Bledsoe
4800,2011,LAC,5,Caron Butler
4801,2011,LAC,34,Brian Cook
4802,2011,LAC,30,Reggie Evans
4803,2011,LAC,17,Courtney Fortson
4804,2011,LAC,4,Randy Foye
4805,2011,LAC,15,Ryan Gomes
4806,2011,LAC,32,Blake Griffin
4807,2011,LAC,21,Solomon Jones
4808,2011,LAC,6,DeAndre Jordan
4809,2011,LAC,23,Travis Leslie
4810,2011,LAC,2,Kenyon Martin
4811,2011,LAC,3,Chris Paul
4812,2011,LAC,21,Bobby Simmons
4813,2011,LAC,33,Trey Thompkins
4814,2011,LAC,25,Mo Williams
4815,2011,LAC,11,Nick Young
4816,2011,PHO,26,Shannon Brown
4817,2011,PHO,1,Josh Childress
4818,2011,PHO,3,Jared Dudley
4819,2011,PHO,8,Channing Frye
4820,2011,PHO,4,Marcin Gortat
4821,2011,PHO,33,Grant Hill
4822,2011,PHO,15,Robin Lopez
4823,2011,PHO,11,Markieff Morris
4824,2011,PHO,13,Steve Nash
4825,2011,PHO,2,Ronnie Price
4826,2011,PHO,22,Michael Redd
4827,2011,PHO,31,Sebastian Telfair
4828,2011,PHO,21,Hakim Warrick
4829,2011,GSW,40,Earl Barron
4830,2011,GSW,34,Keith Benson
4831,2011,GSW,15,Andris Biedriņš
4832,2011,GSW,54,Kwame Brown
4833,2011,GSW,30,Stephen Curry
4834,2011,GSW,8,Monta Ellis
4835,2011,GSW,32,Mickell Gladness
4836,2011,GSW,44,Richard Jefferson
4837,2011,GSW,22,Charles Jenkins
4838,2011,GSW,10,David Lee
4839,2011,GSW,5,Dominic McGuire
4840,2011,GSW,31,Mikki Moore
4841,2011,GSW,2,Nate Robinson
4842,2011,GSW,4,Brandon Rush
4843,2011,GSW,12,Ish Smith
4844,2011,GSW,11,Klay Thompson
4845,2011,GSW,3,Jeremy Tyler
4846,2011,GSW,20,Ekpe Udoh
4847,2011,GSW,33,Chris Wright
4848,2011,GSW,1,Dorell Wright
4849,2011,SAC,15,DeMarcus Cousins
4850,2011,SAC,13,Tyreke Evans
4851,2011,SAC,7,Jimmer Fredette
4852,2011,SAC,32,Francisco García
4853,2011,SAC,20,Donté Greene
4854,2011,SAC,42,Chuck Hayes
4855,2011,SAC,31,J.J. Hickson
4856,2011,SAC,3,Tyler Honeycutt
4857,2011,SAC,25,Travis Outlaw
4858,2011,SAC,5,John Salmons
4859,2011,SAC,22,Isaiah Thomas
4860,2011,SAC,34,Jason Thompson
4861,2011,SAC,23,Marcus Thornton
4862,2011,SAC,33,Hassan Whiteside
4863,2011,SAC,55,Terrence Williams
4864,2011,SAS,25,James Anderson
4865,2011,SAS,45,DeJuan Blair
4866,2011,SAS,15,Matt Bonner
4867,2011,SAS,34,Derrick Byars
4868,2011,SAS,23,Eric Dawson
4869,2011,SAS,1,Justin Dentmon
4870,2011,SAS,33,Boris Diaw
4871,2011,SAS,1,Ike Diogu
4872,2011,SAS,21,Tim Duncan
4873,2011,SAS,11,T.J. Ford
4874,2011,SAS,20,Manu Ginóbili
4875,2011,SAS,4,Danny Green
4876,2011,SAS,3,Stephen Jackson
4877,2011,SAS,24,Richard Jefferson
4878,2011,SAS,5,Cory Joseph
4879,2011,SAS,2,Kawhi Leonard
4880,2011,SAS,8,Patty Mills
4881,2011,SAS,14,Gary Neal
4882,2011,SAS,9,Tony Parker
4883,2011,SAS,22,Tiago Splitter
4884,2011,SAS,23,Malcolm Thomas
4885,2011,MEM,9,Tony Allen
4886,2011,MEM,10,Gilbert Arenas
4887,2011,MEM,11,Mike Conley
4888,2011,MEM,44,Dante Cunningham
4889,2011,MEM,18,Josh Davis
4890,2011,MEM,33,Marc Gasol
4891,2011,MEM,22,Rudy Gay
4892,2011,MEM,15,Hamed Haddadi
4893,2011,MEM,14,Lester Hudson
4894,2011,MEM,32,O.J. Mayo
4895,2011,MEM,1,Jeremy Pargo
4896,2011,MEM,20,Quincy Pondexter
4897,2011,MEM,50,Zach Randolph
4898,2011,MEM,2,Josh Selby
4899,2011,MEM,3,Brian Skinner
4900,2011,MEM,5,Marreese Speights
4901,2011,MEM,4,Sam Young
4902,2011,DAL,4,Kelenna Azubuike
4903,2011,DAL,3,Rodrigue Beaubois
4904,2011,DAL,35,Brian Cardinal
4905,2011,DAL,25,Vince Carter
4906,2011,DAL,33,Brendan Haywood
4907,2011,DAL,9,Yi Jianlian
4908,2011,DAL,20,Dominique Jones
4909,2011,DAL,2,Jason Kidd
4910,2011,DAL,28,Ian Mahinmi
4911,2011,DAL,0,Shawn Marion
4912,2011,DAL,41,Dirk Nowitzki
4913,2011,DAL,7,Lamar Odom
4914,2011,DAL,31,Jason Terry
4915,2011,DAL,13,Delonte West
4916,2011,DAL,32,Sean Williams
4917,2011,DAL,34,Brandan Wright
4918,2011,HOU,8,Jeff Adrien
4919,2011,HOU,6,Earl Boykins
4920,2011,HOU,10,Chase Budinger
4921,2011,HOU,29,Marcus Camby
4922,2011,HOU,21,Samuel Dalembert
4923,2011,HOU,3,Goran Dragić
4924,2011,HOU,9,Jonny Flynn
4925,2011,HOU,9,Courtney Fortson
4926,2011,HOU,27,Jordan Hill
4927,2011,HOU,5,Courtney Lee
4928,2011,HOU,7,Kyle Lowry
4929,2011,HOU,12,Kevin Martin
4930,2011,HOU,2,Marcus Morris
4931,2011,HOU,25,Chandler Parsons
4932,2011,HOU,54,Patrick Patterson
4933,2011,HOU,4,Luis Scola
4934,2011,HOU,0,Greg Smith
4935,2011,HOU,32,Hasheem Thabeet
4936,2011,HOU,1,Terrence Williams
4937,2011,NOH,0,Al-Farouq Aminu
4938,2011,NOH,1,Trevor Ariza
4939,2011,NOH,15,Gustavo Ayón
4940,2011,NOH,8,Marco Belinelli
4941,2011,NOH,11,Jerome Dyson
4942,2011,NOH,54,Jeff Foote
4943,2011,NOH,10,Eric Gordon
4944,2011,NOH,4,Xavier Henry
4945,2011,NOH,2,Jarrett Jack
4946,2011,NOH,5,Carldell Johnson
4947,2011,NOH,20,Chris Johnson
4948,2011,NOH,12,Trey Johnson
4949,2011,NOH,18,Solomon Jones
4950,2011,NOH,35,Chris Kaman
4951,2011,NOH,24,Carl Landry
4952,2011,NOH,50,Emeka Okafor
4953,2011,NOH,12,Donald Sloan
4954,2011,NOH,14,Jason Smith
4955,2011,NOH,22,DaJuan Summers
4956,2011,NOH,42,Lance Thomas
4957,2011,NOH,21,Greivis Vásquez
4958,2011,NOH,31,Darryl Watkins
4959,2010,BOS,20,Ray Allen
4960,2010,BOS,45,Carlos Arroyo
4961,2010,BOS,0,Avery Bradley
4962,2010,BOS,8,Marquis Daniels
4963,2010,BOS,11,Glen Davis
4964,2010,BOS,86,Semih Erden
4965,2010,BOS,5,Kevin Garnett
4966,2010,BOS,8,Jeff Green
4967,2010,BOS,55,Luke Harangody
4968,2010,BOS,86,Chris Johnson
4969,2010,BOS,4,Nenad Krstić
4970,2010,BOS,30,Troy Murphy
4971,2010,BOS,7,Jermaine O'Neal
4972,2010,BOS,36,Shaquille O'Neal
4973,2010,BOS,77,Sasha Pavlović
4974,2010,BOS,43,Kendrick Perkins
4975,2010,BOS,34,Paul Pierce
4976,2010,BOS,4,Nate Robinson
4977,2010,BOS,9,Rajon Rondo
4978,2010,BOS,12,Von Wafer
4979,2010,BOS,13,Delonte West
4980,2010,NYK,7,Carmelo Anthony
4981,2010,NYK,32,Renaldo Balkman
4982,2010,NYK,4,Chauncey Billups
4983,2010,NYK,8,Derrick Brown
4984,2010,NYK,25,Anthony Carter
4985,2010,NYK,21,Wilson Chandler
4986,2010,NYK,23,Toney Douglas
4987,2010,NYK,2,Raymond Felton
4988,2010,NYK,6,Landry Fields
4989,2010,NYK,8,Danilo Gallinari
4990,2010,NYK,9,Jared Jeffries
4991,2010,NYK,18,Roger Mason
4992,2010,NYK,25,Timofey Mozgov
4993,2010,NYK,4,Anthony Randolph
4994,2010,NYK,11,Andy Rautins
4995,2010,NYK,1,Amar'e Stoudemire
4996,2010,NYK,14,Ronny Turiaf
4997,2010,NYK,5,Henry Walker
4998,2010,NYK,3,Shawne Williams
4999,2010,NYK,13,Shelden Williams
5000,2010,PHI,4,Tony Battie
5001,2010,PHI,33,Craig Brackins
5002,2010,PHI,42,Elton Brand
5003,2010,PHI,22,Antonio Daniels
5004,2010,PHI,00,Spencer Hawes
5005,2010,PHI,11,Jrue Holiday
5006,2010,PHI,9,Andre Iguodala
5007,2010,PHI,72,Jason Kapono
5008,2010,PHI,20,Jodie Meeks
5009,2010,PHI,5,Andrés Nocioni
5010,2010,PHI,25,Darius Songaila
5011,2010,PHI,16,Marreese Speights
5012,2010,PHI,12,Evan Turner
5013,2010,PHI,23,Lou Williams
5014,2010,PHI,21,Thaddeus Young
5015,2010,NJN,2,Jordan Farmar
5016,2010,NJN,14,Derrick Favors
5017,2010,NJN,50,Dan Gadzuric
5018,2010,NJN,0,Sundiata Gaines
5019,2010,NJN,26,Stephen Graham
5020,2010,NJN,0,Orien Greene
5021,2010,NJN,34,Devin Harris
5022,2010,NJN,43,Kris Humphries
5023,2010,NJN,10,Damion James
5024,2010,NJN,11,Brook Lopez
5025,2010,NJN,22,Anthony Morrow
5026,2010,NJN,7,Troy Murphy
5027,2010,NJN,21,Travis Outlaw
5028,2010,NJN,27,Johan Petro
5029,2010,NJN,13,Quinton Ross
5030,2010,NJN,8,Joe Smith
5031,2010,NJN,18,Ben Uzoh
5032,2010,NJN,20,Sasha Vujačić
5033,2010,NJN,6,Mario West
5034,2010,NJN,8,Deron Williams
5035,2010,NJN,1,Terrence Williams
5036,2010,NJN,34,Brandan Wright
5037,2010,TOR,42,Alexis Ajinça
5038,2010,TOR,50,Solomon Alabi
5039,2010,TOR,13,David Andersen
5040,2010,TOR,3,Marcus Banks
5041,2010,TOR,20,Leandro Barbosa
5042,2010,TOR,7,Andrea Bargnani
5043,2010,TOR,5,Jerryd Bayless
5044,2010,TOR,8,José Calderón
5045,2010,TOR,32,Ed Davis
5046,2010,TOR,10,DeMar DeRozan
5047,2010,TOR,9,Joey Dorsey
5048,2010,TOR,12,Ronald Dupree
5049,2010,TOR,30,Reggie Evans
5050,2010,TOR,2,Sundiata Gaines
5051,2010,TOR,1,Jarrett Jack
5052,2010,TOR,15,Amir Johnson
5053,2010,TOR,0,James Johnson
5054,2010,TOR,12,Trey Johnson
5055,2010,TOR,11,Linas Kleiza
5056,2010,TOR,16,Peja Stojaković
5057,2010,TOR,24,Sonny Weems
5058,2010,TOR,14,Julian Wright
5059,2010,CHI,3,Ömer Aşık
5060,2010,CHI,6,Keith Bogans
5061,2010,CHI,5,Carlos Boozer
5062,2010,CHI,11,Ronnie Brewer
5063,2010,CHI,45,Rasual Butler
5064,2010,CHI,9,Luol Deng
5065,2010,CHI,22,Taj Gibson
5066,2010,CHI,16,James Johnson
5067,2010,CHI,26,Kyle Korver
5068,2010,CHI,15,John Lucas III
5069,2010,CHI,13,Joakim Noah
5070,2010,CHI,1,Derrick Rose
5071,2010,CHI,24,Brian Scalabrine
5072,2010,CHI,40,Kurt Thomas
5073,2010,CHI,32,C.J. Watson
5074,2010,IND,2,Darren Collison
5075,2010,IND,17,Mike Dunleavy
5076,2010,IND,5,T.J. Ford
5077,2010,IND,10,Jeff Foster
5078,2010,IND,24,Paul George
5079,2010,IND,33,Danny Granger
5080,2010,IND,50,Tyler Hansbrough
5081,2010,IND,55,Roy Hibbert
5082,2010,IND,1,Dahntay Jones
5083,2010,IND,44,Solomon Jones
5084,2010,IND,32,Josh McRoberts
5085,2010,IND,41,James Posey
5086,2010,IND,12,A.J. Price
5087,2010,IND,25,Brandon Rush
5088,2010,IND,6,Lance Stephenson
5089,2010,MIL,30,Earl Barron
5090,2010,MIL,6,Andrew Bogut
5091,2010,MIL,11,Earl Boykins
5092,2010,MIL,40,Jon Brockman
5093,2010,MIL,10,Carlos Delfino
5094,2010,MIL,55,Keyon Dooling
5095,2010,MIL,17,Chris Douglas-Roberts
5096,2010,MIL,0,Drew Gooden
5097,2010,MIL,7,Ersan İlyasova
5098,2010,MIL,3,Brandon Jennings
5099,2010,MIL,5,Corey Maggette
5100,2010,MIL,12,Luc Mbah a Moute
5101,2010,MIL,22,Michael Redd
5102,2010,MIL,15,John Salmons
5103,2010,MIL,8,Larry Sanders
5104,2010,MIL,54,Brian Skinner
5105,2010,MIL,41,Garrett Temple
5106,2010,DET,12,Will Bynum
5107,2010,DET,5,Austin Daye
5108,2010,DET,7,Ben Gordon
5109,2010,DET,32,Richard Hamilton
5110,2010,DET,54,Jason Maxiell
5111,2010,DET,1,Tracy McGrady
5112,2010,DET,10,Greg Monroe
5113,2010,DET,22,Tayshaun Prince
5114,2010,DET,3,Rodney Stuckey
5115,2010,DET,35,DaJuan Summers
5116,2010,DET,31,Charlie Villanueva
5117,2010,DET,6,Ben Wallace
5118,2010,DET,9,Chris Wilcox
5119,2010,CLE,85,Baron Davis
5120,2010,CLE,9,Semih Erden
5121,2010,CLE,8,Christian Eyenga
5122,2010,CLE,33,Alonzo Gee
5123,2010,CLE,1,Daniel Gibson
5124,2010,CLE,12,Joey Graham
5125,2010,CLE,44,Luke Harangody
5126,2010,CLE,6,Manny Harris
5127,2010,CLE,21,J.J. Hickson
5128,2010,CLE,5,Ryan Hollins
5129,2010,CLE,4,Antawn Jamison
5130,2010,CLE,15,Jamario Moon
5131,2010,CLE,18,Anthony Parker
5132,2010,CLE,44,Leon Powe
5133,2010,CLE,24,Samardo Samuels
5134,2010,CLE,3,Ramon Sessions
5135,2010,CLE,17,Anderson Varejão
5136,2010,CLE,31,Jawad Williams
5137,2010,CLE,2,Mo Williams
5138,2010,MIA,50,Joel Anthony
5139,2010,MIA,8,Carlos Arroyo
5140,2010,MIA,0,Mike Bibby
5141,2010,MIA,1,Chris Bosh
5142,2010,MIA,15,Mario Chalmers
5143,2010,MIA,25,Erick Dampier
5144,2010,MIA,40,Udonis Haslem
5145,2010,MIA,55,Eddie House
5146,2010,MIA,5,Juwan Howard
5147,2010,MIA,11,Zydrunas Ilgauskas
5148,2010,MIA,6,LeBron James
5149,2010,MIA,22,James Jones
5150,2010,MIA,21,Jamaal Magloire
5151,2010,MIA,13,Mike Miller
5152,2010,MIA,45,Dexter Pittman
5153,2010,MIA,42,Jerry Stackhouse
5154,2010,MIA,3,Dwyane Wade
5155,2010,ORL,35,Malik Allen
5156,2010,ORL,33,Ryan Anderson
5157,2010,ORL,1,Gilbert Arenas
5158,2010,ORL,30,Brandon Bass
5159,2010,ORL,15,Vince Carter
5160,2010,ORL,3,Earl Clark
5161,2010,ORL,25,Chris Duhon
5162,2010,ORL,13,Marcin Gortat
5163,2010,ORL,12,Dwight Howard
5164,2010,ORL,9,Rashard Lewis
5165,2010,ORL,14,Jameer Nelson
5166,2010,ORL,20,Mickaël Piétrus
5167,2010,ORL,7,J.J. Redick
5168,2010,ORL,23,Jason Richardson
5169,2010,ORL,5,Quentin Richardson
5170,2010,ORL,15,Hedo Türkoğlu
5171,2010,ORL,44,Jason Williams
5172,2010,ATL,31,Hilton Armstrong
5173,2010,ATL,10,Mike Bibby
5174,2010,ATL,34,Jason Collins
5175,2010,ATL,11,Jamal Crawford
5176,2010,ATL,55,Jordan Crawford
5177,2010,ATL,1,Maurice Evans
5178,2010,ATL,6,Kirk Hinrich
5179,2010,ATL,15,Al Horford
5180,2010,ATL,2,Joe Johnson
5181,2010,ATL,27,Zaza Pachulia
5182,2010,ATL,12,Josh Powell
5183,2010,ATL,5,Josh Smith
5184,2010,ATL,19,Pape Sy
5185,2010,ATL,0,Jeff Teague
5186,2010,ATL,36,Etan Thomas
5187,2010,ATL,3,Damien Wilkins
5188,2010,ATL,24,Marvin Williams
5189,2010,CHA,14,D.J. Augustin
5190,2010,CHA,4,Derrick Brown
5191,2010,CHA,54,Kwame Brown
5192,2010,CHA,33,Matt Carroll
5193,2010,CHA,11,Sherron Collins
5194,2010,CHA,44,Dante Cunningham
5195,2010,CHA,32,Boris Diaw
5196,2010,CHA,7,DeSagana Diop
5197,2010,CHA,15,Gerald Henderson
5198,2010,CHA,1,Stephen Jackson
5199,2010,CHA,2,Shaun Livingston
5200,2010,CHA,5,Dominic McGuire
5201,2010,CHA,13,Nazr Mohammed
5202,2010,CHA,21,Eduardo Nájera
5203,2010,CHA,10,Joel Przybilla
5204,2010,CHA,41,Garrett Temple
5205,2010,CHA,12,Tyrus Thomas
5206,2010,CHA,3,Gerald Wallace
5207,2010,CHA,8,D.J. White
5208,2010,WAS,9,Gilbert Arenas
5209,2010,WAS,24,Hilton Armstrong
5210,2010,WAS,00,Mike Bibby
5211,2010,WAS,7,Andray Blatche
5212,2010,WAS,35,Trevor Booker
5213,2010,WAS,15,Jordan Crawford
5214,2010,WAS,6,Maurice Evans
5215,2010,WAS,15,Alonzo Gee
5216,2010,WAS,12,Kirk Hinrich
5217,2010,WAS,5,Josh Howard
5218,2010,WAS,3,Lester Hudson
5219,2010,WAS,12,Othyus Jeffers
5220,2010,WAS,31,Yi Jianlian
5221,2010,WAS,9,Rashard Lewis
5222,2010,WAS,20,Cartier Martin
5223,2010,WAS,34,JaVale McGee
5224,2010,WAS,55,Hamady N'Diaye
5225,2010,WAS,32,Larry Owens
5226,2010,WAS,13,Kevin Séraphin
5227,2010,WAS,22,Mustafa Shakur
5228,2010,WAS,14,Al Thornton
5229,2010,WAS,2,John Wall
5230,2010,WAS,1,Nick Young
5231,2010,OKC,45,Cole Aldrich
5232,2010,OKC,4,Nick Collison
5233,2010,OKC,14,Daequan Cook
5234,2010,OKC,35,Kevin Durant
5235,2010,OKC,22,Jeff Green
5236,2010,OKC,13,James Harden
5237,2010,OKC,9,Serge Ibaka
5238,2010,OKC,7,Royal Ivey
5239,2010,OKC,12,Nenad Krstić
5240,2010,OKC,6,Eric Maynor
5241,2010,OKC,8,Nazr Mohammed
5242,2010,OKC,23,Byron Mullens
5243,2010,OKC,5,Kendrick Perkins
5244,2010,OKC,42,Morris Peterson
5245,2010,OKC,3,Nate Robinson
5246,2010,OKC,2,Thabo Sefolosha
5247,2010,OKC,0,Russell Westbrook
5248,2010,OKC,3,D.J. White
5249,2010,DEN,6,Arron Afflalo
5250,2010,DEN,11,Chris Andersen
5251,2010,DEN,15,Carmelo Anthony
5252,2010,DEN,32,Renaldo Balkman
5253,2010,DEN,1,Chauncey Billups
5254,2010,DEN,25,Anthony Carter
5255,2010,DEN,21,Wilson Chandler
5256,2010,DEN,34,Melvin Ely
5257,2010,DEN,20,Raymond Felton
5258,2010,DEN,0,Gary Forbes
5259,2010,DEN,8,Danilo Gallinari
5260,2010,DEN,7,Al Harrington
5261,2010,DEN,31,Nenê Hilário
5262,2010,DEN,41,Kosta Koufos
5263,2010,DEN,3,Ty Lawson
5264,2010,DEN,4,Kenyon Martin
5265,2010,DEN,25,Timofey Mozgov
5266,2010,DEN,5,J.R. Smith
5267,2010,DEN,23,Shelden Williams
5268,2010,POR,12,LaMarcus Aldridge
5269,2010,POR,11,Luke Babbitt
5270,2010,POR,40,Earl Barron
5271,2010,POR,88,Nicolas Batum
5272,2010,POR,23,Marcus Camby
5273,2010,POR,31,Jarron Collins
5274,2010,POR,33,Dante Cunningham
5275,2010,POR,5,Rudy Fernández
5276,2010,POR,1,Armon Johnson
5277,2010,POR,17,Chris Johnson
5278,2010,POR,4,Sean Marks
5279,2010,POR,2,Wesley Matthews
5280,2010,POR,24,Andre Miller
5281,2010,POR,8,Patty Mills
5282,2010,POR,21,Fabricio Oberto
5283,2010,POR,10,Joel Przybilla
5284,2010,POR,7,Brandon Roy
5285,2010,POR,3,Gerald Wallace
5286,2010,UTA,19,Raja Bell
5287,2010,UTA,50,Marcus Cousin
5288,2010,UTA,16,Francisco Elson
5289,2010,UTA,40,Jeremy Evans
5290,2010,UTA,15,Derrick Favors
5291,2010,UTA,44,Kyrylo Fesenko
5292,2010,UTA,5,Devin Harris
5293,2010,UTA,20,Gordon Hayward
5294,2010,UTA,25,Al Jefferson
5295,2010,UTA,47,Andrei Kirilenko
5296,2010,UTA,34,C.J. Miles
5297,2010,UTA,24,Paul Millsap
5298,2010,UTA,13,Mehmet Okur
5299,2010,UTA,17,Ronnie Price
5300,2010,UTA,11,Earl Watson
5301,2010,UTA,3,Kyle Weaver
5302,2010,UTA,8,Deron Williams
5303,2010,MIN,15,Maurice Ager
5304,2010,MIN,8,Michael Beasley
5305,2010,MIN,22,Corey Brewer
5306,2010,MIN,19,Wayne Ellington
5307,2010,MIN,10,Jonny Flynn
5308,2010,MIN,1,Sundiata Gaines
5309,2010,MIN,32,Lazar Hayward
5310,2010,MIN,4,Wesley Johnson
5311,2010,MIN,41,Kosta Koufos
5312,2010,MIN,42,Kevin Love
5313,2010,MIN,31,Darko Miličić
5314,2010,MIN,14,Nikola Peković
5315,2010,MIN,15,Anthony Randolph
5316,2010,MIN,13,Luke Ridnour
5317,2010,MIN,3,Sebastian Telfair
5318,2010,MIN,44,Anthony Tolliver
5319,2010,MIN,5,Martell Webster
5320,2010,LAL,9,Matt Barnes
5321,2010,LAL,5,Steve Blake
5322,2010,LAL,12,Shannon Brown
5323,2010,LAL,24,Kobe Bryant
5324,2010,LAL,17,Andrew Bynum
5325,2010,LAL,45,Derrick Caracter
5326,2010,LAL,3,Devin Ebanks
5327,2010,LAL,2,Derek Fisher
5328,2010,LAL,16,Pau Gasol
5329,2010,LAL,10,Trey Johnson
5330,2010,LAL,7,Lamar Odom
5331,2010,LAL,50,Theo Ratliff
5332,2010,LAL,1,Joe Smith
5333,2010,LAL,18,Sasha Vujačić
5334,2010,LAL,4,Luke Walton
5335,2010,LAL,15,Metta World Peace
5336,2010,PHO,30,Earl Barron
5337,2010,PHO,0,Aaron Brooks
5338,2010,PHO,25,Vince Carter
5339,2010,PHO,1,Josh Childress
5340,2010,PHO,55,Earl Clark
5341,2010,PHO,22,Zabian Dowdell
5342,2010,PHO,2,Goran Dragić
5343,2010,PHO,3,Jared Dudley
5344,2010,PHO,8,Channing Frye
5345,2010,PHO,4,Marcin Gortat
5346,2010,PHO,33,Grant Hill
5347,2010,PHO,31,Gani Lawal
5348,2010,PHO,15,Robin Lopez
5349,2010,PHO,13,Steve Nash
5350,2010,PHO,12,Mickaël Piétrus
5351,2010,PHO,23,Jason Richardson
5352,2010,PHO,20,Garret Siler
5353,2010,PHO,19,Hedo Türkoğlu
5354,2010,PHO,21,Hakim Warrick
5355,2010,GSW,4,Jeff Adrien
5356,2010,GSW,19,Lou Amundson
5357,2010,GSW,34,Charlie Bell
5358,2010,GSW,15,Andris Biedriņš
5359,2010,GSW,25,Rodney Carney
5360,2010,GSW,30,Stephen Curry
5361,2010,GSW,8,Monta Ellis
5362,2010,GSW,50,Dan Gadzuric
5363,2010,GSW,2,Acie Law
5364,2010,GSW,10,David Lee
5365,2010,GSW,7,Jeremy Lin
5366,2010,GSW,77,Vladimir Radmanović
5367,2010,GSW,23,Al Thornton
5368,2010,GSW,20,Ekpe Udoh
5369,2010,GSW,55,Reggie Williams
5370,2010,GSW,32,Brandan Wright
5371,2010,GSW,1,Dorell Wright
5372,2010,LAC,3,Al-Farouq Aminu
5373,2010,LAC,12,Eric Bledsoe
5374,2010,LAC,45,Rasual Butler
5375,2010,LAC,31,Jarron Collins
5376,2010,LAC,34,Brian Cook
5377,2010,LAC,5,Baron Davis
5378,2010,LAC,50,Ike Diogu
5379,2010,LAC,4,Randy Foye
5380,2010,LAC,15,Ryan Gomes
5381,2010,LAC,10,Eric Gordon
5382,2010,LAC,32,Blake Griffin
5383,2010,LAC,9,DeAndre Jordan
5384,2010,LAC,35,Chris Kaman
5385,2010,LAC,8,Jamario Moon
5386,2010,LAC,1,Craig Smith
